"doi","title","abstract","source_display_name"
"10.1037/0278-7393.34.1.237","The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.","A robust finding in humans and animals is that intermixed exposure to 2 similar stimuli (AX/BX) results in better discriminability of those stimuli on test than does exposure to 2 equally similar stimuli in 2 separate blocks (CX_DX)--the intermixed-blocked effect. This intermixed-blocked effect may be an example of the superiority of spaced over massed practice; in the intermixed, but not the blocked exposure regime, each presentation of a given stimulus (e.g., AX) is separated from the next by the presentation of its partner (BX). Two experiments with human participants replicated the intermixed-blocked effect and showed that the effect was not due to the spacing of exposure trials. A mechanism for the intermixed-blocked effect is proposed, which combines theories from associative learning and memory.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1037/0278-7393.34.2.353","Tracing attention and the activation flow in spoken word planning using eye movements.","The flow of activation from concepts to phonological forms within the word production system was examined in 3 experiments. In Experiment 1, participants named pictures while ignoring superimposed distractor pictures that were semantically related, phonologically related, or unrelated. Eye movements and naming latencies were recorded. The distractor pictures affected the latencies of gaze shifting and vocal naming. The magnitude of the phonological effects increased linearly with latency, excluding lapses of attention as the cause of the effects. In Experiment 2, no distractor effects were obtained when both pictures were named. When pictures with superimposed distractor words were named or the words were read in Experiment 3, the words influenced the latencies of gaze shifting and picture naming, but the pictures yielded no such latency effects in word reading. The picture-word asymmetry was obtained even with equivalent reading and naming latencies. The picture-picture effects suggest that activation spreads continuously from concepts to phonological forms, whereas the picture-word asymmetry indicates that the amount of activation is limited and task dependent.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1177/0956797618806296","You That Read Wrong Again! A Transposed-Word Effect in Grammaticality Judgments","We report a novel transposed-word effect in speeded grammaticality judgments made about five-word sequences. The critical ungrammatical test sequences were formed by transposing two adjacent words from either a grammatical base sequence (e.g., ""The white cat was big"" became ""The white was cat big"") or an ungrammatical base sequence (e.g., ""The white cat was slowly"" became ""The white was cat slowly""). These were intermixed with an equal number of correct sentences for the purpose of the grammaticality judgment task. In a laboratory experiment (<i>N</i> = 57) and an online experiment (<i>N</i> = 94), we found that ungrammatical decisions were harder to make when the ungrammatical sequence originated from a grammatically correct base sequence. This provides the first demonstration that the encoding of word order retains a certain amount of uncertainty. We further argue that the novel transposed-word effect reflects parallel processing of words during written sentence comprehension combined with top-down constraints from sentence-level structures.","Psychological Science"
"10.1111/j.1467-9280.2008.02057.x","Precision of the Anchor Influences the Amount of Adjustment","The anchoring-and-adjustment heuristic has been used to account for a wide variety of numerical judgments. Five studies show that adjustment away from a numerical anchor is smaller if the anchor is precise than if it is rounded. Evidence suggests that precise anchors, compared with rounded anchors, are represented on a subjective scale with a finer resolution. If adjustment consists of a series of iterative mental movements along a subjective scale, then an adjustment from a precise anchor should result in a smaller overall correction than an adjustment from a rounded anchor.","Psychological Science"
"10.1037/0022-3514.94.3.516","The nonverbal expression of pride: Evidence for cross-cultural recognition.","The present research tests whether recognition for the nonverbal expression of pride generalizes across cultures. Study 1 provided the first evidence for cross-cultural recognition of pride, demonstrating that the expression generalizes across Italy and the United States. Study 2 found that the pride expression generalizes beyond Western cultures; individuals from a preliterate, highly isolated tribe in Burkina Faso, West Africa, reliably recognized pride, regardless of whether it was displayed by African or American targets. These Burkinabe participants were unlikely to have learned the pride expression through cross-cultural transmission, so their recognition suggests that pride may be a human universal. Studies 3 and 4 used drawn figures to systematically manipulate the ethnicity and gender of targets showing the expression, and demonstrated that pride recognition generalizes across male and female targets of African, Asian, and Caucasian descent. Discussion focuses on the implications of the findings for the universality of the pride expression.","Journal of Personality and Social Psychology"
"10.1177/0146167207309195","When Being a Model Minority Is Good . . . and Bad: Realistic Threat Explains Negativity Toward Asian Americans","The current research explores the hypothesis that realistic threat is one psychological mechanism that can explain how individuals can hold positive stereotypical beliefs toward Asian Americans yet also express negative attitudes and emotions toward them. Study 1 demonstrates that in a realistic threat context, attitudes and emotions toward an anonymous group described by only positive, ""model minority"" attributes are significantly more negative than when the group was described using other positive attributes. Study 2 demonstrates that realistic threat significantly mediates the relationship between (a) the endorsement of the both the positive and negative stereotypes of Asian Americans and (b) subsequent negative attitudes and emotions toward them. Studies 3 and 4 conceptually replicate this effect in experimental situations involving interactions with Asian Americans in realistic threat contexts. Implications for understanding the nature of stereotyping and prejudice toward Asian Americans and other minority groups are discussed.","Personality and Social Psychology Bulletin"
"10.1037/a0015960","Disgust sensitivity predicts intuitive disapproval of gays.","Two studies demonstrate that a dispositional proneness to disgust (""disgust sensitivity"") is associated with intuitive disapproval of gay people. Study 1 was based on previous research showing that people are more likely to describe a behavior as intentional when they see it as morally wrong (see Knobe, 2006, for a review). As predicted, the more disgust sensitive participants were, the more likely they were to describe an agent whose behavior had the side effect of causing gay men to kiss in public as having intentionally encouraged gay men to kiss publicly-even though most participants did not explicitly think it wrong to encourage gay men to kiss in public. No such effect occurred when subjects were asked about heterosexual kissing. Study 2 used the Implicit Association Test (IAT; Nosek, Banaji, & Greenwald, 2006) as a dependent measure. The more disgust sensitive participants were, the more they showed unfavorable automatic associations with gay people as opposed to heterosexuals. Two studies demonstrate that a dispositional proneness to disgust (""disgust sensitivity"") is associated with intuitive disapproval of gay people. Study 1 was based on previous research showing that people are more likely to describe a behavior as intentional when they see it as morally wrong (see Knobe, 2006, for a review). As predicted, the more disgust sensitive participants were, the more likely they were to describe an agent whose behavior had the side effect of causing gay men to kiss in public as having intentionally encouraged gay men to kiss publicly-even though most participants did not explicitly think it wrong to encourage gay men to kiss in public. No such effect occurred when subjects were asked about heterosexual kissing. Study 2 used the Implicit Association Test (IAT; Nosek, Banaji, & Greenwald, 2006) as a dependent measure. The more disgust sensitive participants were, the more they showed unfavorable automatic associations with gay people as opposed to heterosexuals.","Emotion"
"10.1126/science.1221936","Memory’s Penumbra: Episodic Memory Decisions Induce Lingering Mnemonic Biases","How do we decide if the people we meet and the things we see are familiar or new? If something is new, we need to encode it as a memory distinct from already stored episodes, using a process known as pattern separation. If familiar, it can be used to reactivate a previously stored memory, by a process known as pattern completion. To orchestrate these conflicting processes, current models propose that the episodic memory system uses environmental cues to establish processing biases that favor either pattern separation during encoding or pattern completion during retrieval. To assess this theory, we measured how people's memory formation and decisions are influenced by their recent engagement in episodic encoding and retrieval. We found that the recent encoding of novel objects improved subsequent identification of subtle changes, a task thought to rely on pattern separation. Conversely, recent retrieval of old objects increased the subsequent integration of stored information into new memories, a process thought to rely on pattern completion. These experiments provide behavioral evidence that episodic encoding and retrieval evoke lingering biases that influence subsequent mnemonic processing.","Science"
"10.1037/pspi0000109","Awe and humility.","Humility is a foundational virtue that counters selfish inclinations such as entitlement, arrogance, and narcissism (Tangney, 2000). We hypothesize that experiences of awe promote greater humility. Guided by an appraisal-tendency framework of emotion, we propose that when individuals encounter an entity that is vast and challenges their worldview, they feel awe, which leads to self-diminishment and subsequently humility. In support of these claims, awe-prone individuals were rated as more humble by friends (Study 1) and reported greater humility across a 2-week period (Study 2), controlling for other positive emotions. Inducing awe led participants to present a more balanced view of their strengths and weaknesses to others (Study 3) and acknowledge, to a greater degree, the contribution of outside forces in their own personal accomplishments (Study 4), compared with neutral and positive control conditions. Finally, an awe-inducing expansive view elicited greater reported humility than a neutral view (Study 5). We also elucidated the process by which awe leads to humility. Feelings of awe mediated the relationship between appraisals (perceptions of vastness and a challenge to one's world view) and humility (Study 4), and self-diminishment mediated the relationship between awe and humility (Study 5). Taken together, these results reveal that awe offers one path to greater humility. (PsycINFO Database Record","Journal of Personality and Social Psychology"
"10.1037/0278-7393.34.3.546","Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.","A variety of experimental evidence indicates that the memory representation for multiplication facts (e.g., 6 x 9 = 54) incorporates bidirectional links with a forward association from factors to product and a reverse association from product to factors. Surprisingly, the authors did not find evidence in Experiment 1 of facilitative transfer-of-practice from multiplication (6 x 9 = ?) to factoring (54 = ? x ?); in fact, multiplication practice produced item-specific interference with factoring. Similarly, the authors found no evidence in Experiment 2 that repetition of specific factoring problems (54 = ? x ?) facilitated performance of corresponding multiplication problems (6 x 9 = ?). In Experiment 3, participants practiced both multiplication and factoring and presented facilitative transfer in both directions. Thus, bidirectional facilitation occurred if both operations were practiced, but interference occurred when only one operation was practiced. We propose that this seemingly paradoxical behavior occurs because it is adaptive for the bidirectional retrieval structure to retain operational flexibility in the context of practicing both operations, whereas it is adaptive to specialize the memory representation for the practiced operation (i.e., factoring or multiplication) when only one operation is practiced.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1016/j.jesp.2020.104019","Perceiving economic inequality in everyday life decreases tolerance to inequality","© 2020 Elsevier Inc.Economic inequality is one of the main issues of modern societies, and one of the ways to reduce it is through decreasing inequality tolerance and increasing support for economic redistribution. However, there are no consistent results in previous research about the relationship between perceived economic inequality, tolerance to inequality, and support for redistributive policies. In this paper, we argue that rather than measuring the effects of abstract perceived inequality (e.g., measured at the country level), it is important to consider Perceived Economic Inequality in Everyday Life (PEIEL) and close relationships. In one correlational study (N = 207) we found that a PEIEL scale predicts intolerance toward inequality controlling for the common measures of perceived inequality. Moreover, we developed a novel manipulation which was validated in a pilot study (N = 293), and in four experimental studies (N = 261; N = 373; N = 289, N = 289), we found that PEIEL decreases tolerance to inequality. Furthermore, we found a preliminary indirect effect of PEIEL on attitudes toward redistribution through intolerance to inequality. A mini meta-analysis using political ideology, social class, sex, and age as covariates, corroborated these results. All studies were preregistered. In short, these results highlight the importance of perceived inequality in everyday life as an additional tool when considering the psychosocial effects of economic inequality.","Journal of Experimental Social Psychology"
"10.1037/0022-3514.94.4.579","The effect of global versus local processing styles on assimilation versus contrast in social judgment.","The authors propose a global/local processing style model (GLOMO) for assimilation and contrast effects in social judgment. GLOMO is based on Schwarz and Bless' (1992, 2007) inclusion-exclusion model, which suggests that when information is included into a category, assimilation occurs, whereas when information is excluded from a category, contrast occurs. According to GLOMO, inclusion versus exclusion should be influenced by whether people process information globally or locally. In 5 experiments, using both disambiguation and social comparison, the authors induced local versus global processing through perceptual tasks and time perspective and showed that global processing produced assimilation, whereas local processing produced contrast. The experiments showed that processing styles elicited in one task can carry over to other tasks and influence social judgments. Furthermore, they found that hemisphere activation and accessibility of judgment-consistent knowledge partially mediated these effects. Implications for current and classic models of social judgment are discussed.","Journal of Personality and Social Psychology"
"10.1111/j.1467-9280.2008.02041.x","Action Dynamics Reveal Parallel Competition in Decision Making","When deciding between two alternatives, such as whether toorder the pasta or the chicken, or whether to pursue a career inacademia or industry, a person may feel torn�""as if the optionsliterally pull him or her in two directions. This metaphor mayhavesomesurprisingliteraltruth.Ifasked,forexample,whether‘‘murder is sometimes justiﬁed,’’ individuals may be inclined toboth agree and disagree with the statement. Here, we document,for the ﬁrst time, the pull toward contrasting responses duringevaluative thinking, reporting the results of a study examiningthe trajectory of participants’ reaching movements toward dif-ferent response options.Our results suggest that a decision process is not necessarilycompleted inthe brain’scognitivesubsystems before itissharedwith other subsystems, as has been traditionally assumed.Rather,simultaneous‘‘pull’’frommultipleresponsealternativesseemstoinﬂuencetheexecutionofmovementitself.Thisﬁndingsuggests that a dynamic approach to mental processing�""anapproach that has already provided descriptions of perception,attention,andcategorization (e.g.,AbramsBGoldSGratton,Coles,Sirevaag,Eriksen,D Hovland & Sears, 1938; McClelland & Rogers, 2003;Spivey, 2007; Tipper, Howard, & Houghton, 1999)�""may shednew light on high-level cognition (Roe, Busemeyer, & Town-send, 2001; Townsend & Busemeyer, 1989).","Psychological Science"
"10.1037/a0019689","Red, rank, and romance in women viewing men.","In many nonhuman species of vertebrates, females are attracted to red on male conspecifics. Red is also a signal of male status in many nonhuman vertebrate species, and females show a mating preference for high-status males. These red-attraction and red-status links have been found even when red is displayed on males artificially. In the present research, we document parallels between human and nonhuman females' response to male red. Specifically, in a series of 7 experiments we demonstrate that women perceive men to be more attractive and sexually desirable when seen on a red background and in red clothing, and we additionally show that status perceptions are responsible for this red effect. The influence of red appears to be specific to women's romantic attraction to men: Red did not influence men's perceptions of other men, nor did it influence women's perceptions of men's overall likability, agreeableness, or extraversion. Participants showed no awareness that the research focused on the influence of color. These findings indicate that color not only has aesthetic value but can carry meaning and impact psychological functioning in subtle, important, and provocative ways.","Journal of Experimental Psychology General"
"10.1037/0022-3514.94.4.560","Affective incoherence: When affective concepts and embodied reactions clash.","In five studies, the authors examined the effects on cognitive performance of coherence and incoherence between conceptual and experiential sources of affective information. The studies crossed the priming of happy and sad concepts with affective experiences. In different experiments, these included approach or avoidance actions, happy or sad feelings, and happy or sad expressive behaviors. In all studies, coherence between affective concepts and affective experiences led to better recall of a story than did affective incoherence. The authors suggest that the experience of such experiential affective cues serves as evidence of the appropriateness of affective concepts that come to mind. The results suggest that affective coherence has epistemic benefits and that incoherence is costly in terms of cognitive performance.","Journal of Personality and Social Psychology"
"10.1073/pnas.2120668119","Relational diversity in social portfolios predicts well-being","We document a link between the relational diversity of one's social portfolio-the richness and evenness of relationship types across one's social interactions-and well-being. Across four distinct samples, respondents from the United States who completed a preregistered survey (<i>n</i> = 578), respondents to the American Time Use Survey (<i>n</i> = 19,197), respondents to the World Health Organization's Study on Global Aging and Adult Health (<i>n</i> = 10,447), and users of a French mobile application (<i>n</i> = 21,644), specification curve analyses show that the positive relationship between social portfolio diversity and well-being is robust across different metrics of well-being, different categorizations of relationship types, and the inclusion of a wide range of covariates. Over and above people's total amount of social interaction and the diversity of activities they engage in, the relational diversity of their social portfolio is a unique predictor of well-being, both between individuals and within individuals over time.","Proceedings of the National Academy of Sciences"
"10.1037/0278-7393.34.2.408","Intentional forgetting is easier after two ""shots"" than one.","Three experiments evaluated whether the magnitude of the list-method directed forgetting effect is strength dependent. Throughout these studies, items were strengthened via operations thought to increase context strength (spaced presentations) or manipulations thought to increment the item strength without affecting the context strength (processing time and processing depth). The assumptions regarding which operations enhance item and context strength were based on the ""one-shot"" hypothesis of context storage (K. J. Malmberg & R. M. Shiffrin, 2005). The results revealed greater directed forgetting of strong items compared with weak items, but only when strength was varied via spaced presentations (Experiment 3). Equivalent directed forgetting was observed for strong and weak items when strengthening operations increased item strength without affecting the context strength (Experiments 1 and 2). These results supported the context hypothesis of directed forgetting (L. Sahakyan & C. M. Kelley, 2002).","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1111/j.1467-9280.2008.02136.x","Measuring the Crowd Within","A crowd often possesses better information than do the individuals it comprises. For example, if people are asked to guess the weight of a prize-winning ox (Galton, 1907), the error of the average response is substantially smaller than the average error of individual estimates. This fact, which Galton interpreted as support for democratic governance, is responsible for the success of polling the audience in the television program ‘‘Who Wants to be a Millionaire’ ’ (Surowiecki, 2004) and for the superiority of combined over individual financial forecasts (Clemen, 1989). Researchers agree that this wisdom-of-crowds effect depends on a statistical fact: The crowd’s average will be more accurate as long as some of the error of one individual is statistically independent of the error of other individuals�""as seems almost guaranteed to be the case. Whether a similar improvement can be obtained by averaging","Psychological Science"
"10.1016/j.neuropsychologia.2009.05.011","Neural mechanisms of attentional shifts due to irrelevant spatial and numerical cues","Studies of endogenous (cue-directed) attention have traditionally assumed that such shifts must be volitional. However, recent behavioural experiments have shown that participants make automatic endogenous shifts of attention when presented with symbolic cues that are systematically associated with particular spatial directions, such as arrows and numerals, even when such cues were not behaviourally relevant. Here we used event-related potentials (ERPs) to test whether these automatic shifts of attention use the same mechanisms as volitional shifts of attention. We presented participants with non-predictive (50% valid) task-irrelevant arrow and numeral cues while measuring cue- and target-locked ERPs. Although the cues were task-irrelevant, they elicited attention-related ERP components previously found in studies that used informative and/or task-relevant cues. These findings further substantiate the dissociation between endogenous and volitional attentional control, and suggest that the same fronto-parietal networks involved in volitional shifts of attention are also involved in reflexive endogenous shifts of attention. © 2009 Elsevier Ltd.","Neuropsychologia"
"10.1037/a0021524","Feeling the future: Experimental evidence for anomalous retroactive influences on cognition and affect.","The term psi denotes anomalous processes of information or energy transfer that are currently unexplained in terms of known physical or biological mechanisms. Two variants of psi are precognition (conscious cognitive awareness) and premonition (affective apprehension) of a future event that could not otherwise be anticipated through any known inferential process. Precognition and premonition are themselves special cases of a more general phenomenon: the anomalous retroactive influence of some future event on an individual's current responses, whether those responses are conscious or nonconscious, cognitive or affective. This article reports 9 experiments, involving more than 1,000 participants, that test for retroactive influence by ""time-reversing"" well-established psychological effects so that the individual's responses are obtained before the putatively causal stimulus events occur. Data are presented for 4 time-reversed effects: precognitive approach to erotic stimuli and precognitive avoidance of negative stimuli; retroactive priming; retroactive habituation; and retroactive facilitation of recall. The mean effect size (d) in psi performance across all 9 experiments was 0.22, and all but one of the experiments yielded statistically significant results. The individual-difference variable of stimulus seeking, a component of extraversion, was significantly correlated with psi performance in 5 of the experiments, with participants who scored above the midpoint on a scale of stimulus seeking achieving a mean effect size of 0.43. Skepticism about psi, issues of replication, and theories of psi are also discussed.","Journal of Personality and Social Psychology"
"10.1177/0956797614558718","Anchors Weigh More Than Power","The current research shows that having no power can be better than having a little power. Negotiators prefer having some power (weak negotiation alternatives) to having no power (no alternatives). We challenge this belief that having any alternative is beneficial by demonstrating that weak alternatives create low anchors that reduce the value of first offers. In contrast, having no alternatives is liberating because there is no anchor to weigh down first offers. In our experiments, negotiators with no alternatives felt less powerful but made higher first offers and secured superior outcomes compared with negotiators who had weak alternatives. We established the role of anchoring through mediation by first offers and through moderation by showing that weak alternatives no longer led to worse outcomes when negotiators focused on a countervailing anchor or when negotiators faced an opponent with a strong alternative. These results demonstrate that anchors can have larger effects than feelings of power. Absolute powerlessness can be psychologically liberating.","Psychological Science"
"10.1111/1467-9280.00334","Money, Kisses, and Electric Shocks: On the Affective Psychology of Risk","Prospect theory's S-shaped weighting function is often said to reflect the psychophysics of chance. We propose an affective rather than psychophysical deconstruction of the weighting function resting on two assumptions. First, preferences depend on the affective reactions associated with potential outcomes of a risky choice. Second, even with monetary values controlled, some outcomes are relatively affect-rich and others relatively affect-poor. Although the psychophysical and affective approaches are complementary, the affective approach has one novel implication: Weighting functions will be more S-shaped for lotteries involving affect-rich than affect-poor outcomes. That is, people will be more sensitive to departures from impossibility and certainty but less sensitive to intermediate probability variations for affect-rich outcomes. We corroborated this prediction by observing probability-outcome interactions: An affect-poor prize was preferred over an affect-rich prize under certainty, but the direction of preference reversed under low probability. We suggest that the assumption of probability-outcome independence, adopted by both expected-utility and prospect theory, may hold across outcomes of different monetary values, but not different affective values.","Psychological Science"
"10.1016/j.obhdp.2006.10.001","High in the hierarchy: How vertical location and judgments of leaders’ power are interrelated","Leadership implies power. We argue, from a social embodiment perspective, that thinking about power involves mental simulation of vertical location. Three studies tested whether judgments of leaders' power and information on a vertical location are interrelated. In Studies 1a-1c, participants judged a leader's power after being presented with, among other information, an organization chart containing either a long or a short vertical line. A longer vertical line increased judged power. Study 2 showed that this effect persists when longer (vs. shorter) vertical lines are presented in an independent priming task and not in an organization chart, and that horizontal lines do not have the same effect. Finally, Studies 3a and 3b showed the reverse causal effect: information about a leader's power influenced participants' vertical positioning of a leader's box in an organization chart and of a leader picture into a team picture. Implications for leadership communication are discussed. © 2006 Elsevier Inc. All rights reserved.","Organizational Behavior and Human Decision Processes"
"10.1016/j.biopsycho.2018.08.007","Emotional stress regulation: The role of relative frontal alpha asymmetry in shaping the stress response","© 2018 Elsevier B.V.Frontal EEG asymmetry has been proposed as an index of emotional regulation, reflecting both state and trait components, and there is evidence that these factors influence the cortisol response to stress. Here, we asked whether cold pressor stress modulates frontal asymmetry and whether this is predictive of the neuroendocrine stress response. Twenty-four male participants underwent an automatized bilateral feet cold pressor test (bfCPT) and a warm water control procedure in counterbalanced order on two separate days, one week apart. EEG, heart rate and blood pressure were assessed at baseline as well as during and after the bfCPT. Salivary cortisol and subjective ratings of stress and arousal were assessed before and after the bfCPT. The bfCPT led to a significant increase in cortisol, cardiovascular parameters and in subjective ratings of stress and arousal that was absent in the control condition. Furthermore, analysis of relative frontal alpha-band asymmetry revealed a stronger relative right frontal activation during the bfCPT compared to the control condition at electrode pairs F7/8 but not F3/4. However, frontal asymmetry scores during the bfCPT were not predictive for neither physiological responses nor subjective ratings. Moreover, an association between physiological responses and frontal asymmetry assessed during rest at baseline could be observed at electrode pairs F3/F4, with stronger responses being associated with stronger relative right frontal activation. Our results show that cold pressor stress leads to an alteration of emotional processes as reflected in frontal EEG asymmetry at F7/F8. Moreover, physiological responses to the CPT seem to be differentially moderated by trait and state components present in frontal asymmetry.","Biological Psychology"
"10.1093/geronb/gbx099","Are Older Adults More Willing to Donate? The Roles of Donation Form and Social Relationship","The study underscored the importance of contextual factors in understanding age differences in prosocial behaviors such as donation.","The Journals of Gerontology Series B"
"10.1037/0022-3514.94.3.495","Not so innocent: Does seeing one's own capability for wrongdoing predict forgiveness?","People are more forgiving toward transgressors if they see themselves as capable of committing similar offenses, as demonstrated in 7 studies. Methods included hypothetical scenarios, actual recalled offenses, individual and group processes, and correlational and experimental designs. Three factors mediated the link between personal capability and forgiveness: seeing the other's offense as less severe, greater empathic understanding, and perceiving oneself as similar to the transgressor. In terms of predicting forgiveness, it was important that people's own offenses were similar to the target offense in terms of both severity and type. The personal capability effect was independent of other established predictors of forgiveness and was more pronounced among men than women.","Journal of Personality and Social Psychology"
"10.1073/pnas.1717092115","Training in cognitive strategies reduces eating and improves food choice","Obesity rates continue to rise alarmingly, with dire health implications. One contributing factor is that individuals frequently forgo healthy foods in favor of inexpensive, high-calorie, unhealthy foods. One important mechanism underlying these choices is food craving: Craving increases with exposure to unhealthy foods (and food cues, such as advertisements) and prospectively predicts eating and weight. Prior work has shown that cognitive regulation strategies that emphasize the negative consequences of unhealthy foods reduce craving. In Studies 1 and 2, we show that cognitive strategies also increase craving for healthy foods by emphasizing their positive benefits, and change food valuation (willingness to pay) for both healthy and unhealthy foods. In Studies 3 and 4, we demonstrate that brief training in cognitive strategies (""Regulation of Craving Training""; ROC-T) increases subsequent healthy (vs. unhealthy) food choices. This was striking because this change in food choices generalized to nontrained items. Importantly, in Study 5, we show that brief training in cognitive strategies also reduces food consumption by 93-121 calories. Consumed calories correlated with changes in food choice. Finally, in Study 6, we show that the training component of ROC-T is necessary, above and beyond any effect of framing. Across all studies (N<sub>TOTAL</sub> = 1,528), we find that cognitive strategies substantially change craving and food valuation, and that training in cognitive strategies improves food choices by 5.4-11.2% and reduces unhealthy eating, including in obese individuals. Thus, these findings have important theoretical, public health, and clinical implications for obesity prevention and treatment.","Proceedings of the National Academy of Sciences"
"10.1037/0278-7393.34.1.204","Accounting for occurrences: A new view of the use of contingency information in causal judgment.","When people make causal judgments from contingency information, a principal aim is to account for occurrences of the outcome. When 2 causes are under consideration, the capacity of either to account for occurrences is judged from how likely the cause is to be present when the outcome occurs and from the rate at which the outcome occurs when that cause alone is present, which gives an estimate of the strength of the cause. These propositions are formalized in a weighted averaging model, which successfully predicted several judgmental phenomena not predicted by other models of causal judgment. These include a tendency for judgment of one cause (A) to be reduced as the number of occurrences of when only the other one (B) increases and a tendency for A to receive higher judgments than B if A is better able to account for occurrences than B is even if B has a higher contingency with the outcome than A does. Overshadowing, a tendency for judgments of B to be depressed if A has a higher contingency, is weak or absent when B is better able to account for occurrences than A. Results of several experiments support these and related predictions derived from the accounting for occurrences hypothesis.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1177/0956797614547705","Object Persistence Enhances Spatial Navigation","Violations of spatiotemporal continuity disrupt performance in many tasks involving attention and working memory, but experiments on this topic have been limited to the study of moment-by-moment on-line perception, typically assessed by passive monitoring tasks. We tested whether persisting object representations also serve as underlying units of longer-term memory and active spatial navigation, using a novel paradigm inspired by the visual interfaces common to many smartphones. Participants used key presses to navigate through simple visual environments consisting of grids of icons (depicting real-world objects), only one of which was visible at a time through a static virtual window. Participants found target icons faster when navigation involved persistence cues (via sliding animations) than when persistence was disrupted (e.g., via temporally matched fading animations), with all transitions inspired by smartphone interfaces. Moreover, this difference occurred even after explicit memorization of the relevant information, which demonstrates that object persistence enhances spatial navigation in an automatic and irresistible fashion.","Psychological Science"
"10.1037/a0012833","Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.","General action and inaction goals can influence the amount of motor or cognitive output irrespective of the type of behavior in question, with the same stimuli producing trivial and important motor and cognitive manifestations normally viewed as parts of different systems. A series of experiments examined the effects of instilling general action and inaction goals using word primes, such as ""action"" and ""rest."" The first 5 experiments showed that the same stimuli influenced motor output, such as doodling on a piece of paper and eating, as well as cognitive output, such as recall and problem solving. The last 2 experiments supported the prediction that these diverse effects can result from the instigation of general action and inaction goals. Specifically, these last 2 studies confirmed that participants were motivated to achieve active or inactive states and that attaining them decreased the effects of the primes on behavior.","Journal of Personality and Social Psychology"
"10.1111/j.1551-6709.2010.01161.x","Seeking Confirmation Is Rational for Deterministic Hypotheses","Abstract The tendency to test outcomes that are predicted by our current theory (the confirmation bias) is one of the best‐known biases of human decision making. We prove that the confirmation bias is an optimal strategy for testing hypotheses when those hypotheses are deterministic, each making a single prediction about the next event in a sequence. Our proof applies for two normative standards commonly used for evaluating hypothesis testing: maximizing expected information gain and maximizing the probability of falsifying the current hypothesis. This analysis rests on two assumptions: (a) that people predict the next event in a sequence in a way that is consistent with Bayesian inference; and (b) when testing hypotheses, people test the hypothesis to which they assign highest posterior probability. We present four behavioral experiments that support these assumptions, showing that a simple Bayesian model can capture people's predictions about numerical sequences (Experiments 1 and 2), and that we can alter the hypotheses that people choose to test by manipulating the prior probability of those hypotheses (Experiments 3 and 4).","Cognitive Science"
"10.1126/science.1189993","Incidental Haptic Sensations Influence Social Judgments and Decisions","Between a Rock and a Hard Judgment In general terms, our sensory and motor pathways mature sooner than the so-called higher cognitive centers, which become fully operational later in life. Might these early somatic communication channels with the outside world influence and become buried within the higher levels of processing involved in forming impressions of other people and deciding how to behave toward them? Ackerman et al. (p. 1712 ) provide evidence for just such a process by focusing on touch. By manipulating the weight, hardness, or roughness of objects that subjects were exposed to, they were able to bias the social judgments and behaviors of the subjects in unrelated realms, such as assessing the rigidness or seriousness of employees and job applicants.","Science"
"10.1002/jeab.432","Impulsive choice and pre‐exposure to delays: iv. effects of delay‐ and immediacy‐exposure training relative to maturational changes in impulsivity","Impulsive choice describes preference for smaller, sooner rewards over larger, later rewards. Excessive delay discounting (i.e., rapid devaluation of delayed rewards) underlies some impulsive choices, and is observed in many maladaptive behaviors (e.g., substance abuse, gambling). Interventions designed to reduce delay discounting may provide therapeutic gains. One such intervention provides rats with extended training with delayed reinforcers. When compared to a group given extended training with immediate reinforcers, delay-exposed rats make significantly fewer impulsive choices. To what extent is this difference due to delay-exposure training shifting preference toward self-control or immediacy-exposure training (the putative control group) shifting preference toward impulsivity? The current study compared the effects of delay- and immediacy-exposure training to a no-training control group and evaluated within-subject changes in impulsive choice across 51 male Wistar rats. Delay-exposed rats made significantly fewer impulsive choices than immediacy-exposed and control rats. Between-group differences in impulsive choice were not observed in the latter two groups. While delay-exposed rats showed large, significant pre- to posttraining reductions in impulsive choice, immediacy-exposed and control rats showed small reductions in impulsive choice. These results suggest that extended training with delayed reinforcers reduces impulsive choice, and that extended training with immediate reinforcers does not increase impulsive choice.","Journal of the Experimental Analysis of Behavior"
"10.1016/j.jesp.2005.05.001","Subliminal anchoring: The effects of subliminally presented numbers on probability estimates","Previous research demonstrated that if attention is paid to a supraliminally presented number, a subsequent quantitative estimate assimilates towards this number (the anchor effect). One explanation states that this effect is merely caused by the heightened accessibility level of the anchor value itself. Based on this numeric priming account and generalizing from subliminal priming studies, we expected a short-lived subliminal anchor effect. We presented participants subliminally with a low or high anchor value (10 or 90) and next they had to estimate the probability of an epidemic. Half of them were pressed to do this quickly. Only under time pressure, a significant anchor effect emerged. © 2005 Elsevier Inc. All rights reserved.","Journal of Experimental Social Psychology"
