entry_id,effect_id,fred_id,ref_o,doi_o,study_o,ref_r,doi_r,url_r,study_r,discipline,tags,description,claim_text_o,claim_page_o,n_o,es_value_o,es_type_o,es_repr_o,pval_value_o,pval_type_o,pval_tails_o,nested_o,prereg_o,n_r,es_value_r,es_type_r,es_repr_r,pval_value_r,pval_type_r,pval_tails_r,nested_r,prereg_r,r_o,r_r
225,1,osc2015118,"Masicampo, E.J., & Baumeister, R.F. (2008). Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis. Psychological Science, 19(3), 255-260.",10.1111/j.1467-9280.2008.02077.x,1.0,"Osborne, C., Vuu, G., & Henninger, F. (2023, September 28). Replication of EJ Masicampo, RF Baumeister (2008, PS 19(3)). Retrieved from osf.io/3h29d",10.1126/science.aac4716,,"Osborne, C., Vuu, G., & Henninger, F. (2023, September 28). Replication of EJ Masicampo, RF Baumeister (2008, PS 19(3)). Retrieved from osf.io/3h29d",Social Psychology,"Adult, Association, Attention [physiology], Beverages, Blood Glucose [metabolism], Brain [physiology], Female, Humans, Inhibition (Psychology), Interpersonal Relations, Intuition [physiology], Judgment [physiology], Logic, Male, Motivation, Physical Exertion [physiology], Problem Solving [physiology], Set (Psychology)","The attraction effect was larger in the depletion with placebo group than among participants in the other three groups (depletion with sugar, no depletion with sugar, no depletion with placebo)","""We tested this prediction using a focused interaction contrast pitting the depletion-plus-placebo condi- tion against the combination of the other three conditions. This interaction was significant, F(1,111) = 5.311, p-rep = .92, partial η2 ​= .045""",4.0,115.0,0.045,etasq,"p. 4; F(1, 111) = 5.311",,,NA (not reported),yes,,166.0,0.002,etasq,"p. 5; F(1, 158) = 0.379",0.539,e (=),NA (not reported),yes,https://osf.io/8ybk5,0.212132034,0.04472136
226,1,osc201512,"Marsh, J.E., Vachon, F., & Jones, D.M. (2008). When does between-sequence phonological similarity promote irrelevant sound disruption? Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(1), 243-248.",10.1037/0278-7393.34.1.243,1.0,"Ricker, A. A., & Saide, A. (2023, September 28). Replication of JI Campbell, ND Robert (2008, JEPLMC 34(3), Exp 3). Retrieved from osf.io/gxvd3",10.1126/science.aac4716,,"Ricker, A. A., & Saide, A. (2023, September 28). Replication of JI Campbell, ND Robert (2008, JEPLMC 34(3), Exp 3). Retrieved from osf.io/gxvd3",Cognitive Psychology,"Attention, Humans, Mental Recall, Phonetics, Psychoacoustics, Semantics, Serial Learning, Speech Perception, Verbal Learning","Free recall, but not serial recall, of lists of phonologically related to-be-remembered items are disrupted by an irrelevant sound stream (end rhymes) sharing similar phonological content","""Of particular importance for the purpose of the present study is the significant interaction between instruction type and sound condition, F(2, 92) = 3.13, p < .05, d = 0.52.""",3.0,48.0,0.52,d,"p. 3; F(2, 92) = 3.13",0.05,l (<),NA (not reported),yes,,118.0,0.014,etasq (partial),"p. 7; F(2, 232) = 1.63",0.2,e (=),NA (not reported),yes,https://osf.io/vj2xr,0.251633852,
227,1,osc2015120,"Hajcak, G., & Foti, D. (2008). Errors are aversive: Defensive motivation and the error-related negativity. Psychological science, 19(2), 103-108.",10.1111/j.1467-9280.2008.02053.x,1.0,"Lewis, M., & Pitts, M. (2023, September 28). Replication of Hajcak & Foti (2008, PS, Study 1).",10.17605/OSF.IO/73PND,,"Lewis, M., & Pitts, M. (2023, September 28). Replication of Hajcak & Foti (2008, PS, Study 1).",Social Psychology,"Affect, Defense Mechanisms, Female, Humans, Male, Motivation, Time Factors, Verbal Behavior, Vocabulary",The magnitude of the startle response following an error is correlated to the amplitude of the Error-Related Negativity (ERN),"""The amplitude of the ERN predicted the degree to which errors potentiated the startle response (see Fig. 2; r = .38, p < .05). Because the magnitude of the ERN is negative and startle potentiation following errors is positive, this negative correlation indicates that individuals with larger error-related brain activity were characterized by larger increases in startle responses after errors.""",3.0,31.0,-0.38,r,p. 3,0.05,l (<),NA (not reported),no,,43.0,-0.25,r,p. 4,0.11,e (=),1 (one),no,https://osf.io/hsntd,-0.38,-0.25
228,1,osc2015121,"Tabibnia, G., Satpute, A.B., Lieberman, M.D. (2008). The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry). Psychological Science, 19(4), 339-347.",10.1111/j.1467-9280.2008.02091.x,2.0,"Beer, J. S., Rigney, A. E., & Flagan, T. (2016, August 19). Replication of G Tabibnia, AB Satpute, MD Lieberman (2008, PS 19(4)). Retrieved from osf.io/94j6h",10.17605/OSF.IO/VQZX9,,"Beer, J. S., Rigney, A. E., & Flagan, T. (2016, August 19). Replication of G Tabibnia, AB Satpute, MD Lieberman (2008, PS 19(4)). Retrieved from osf.io/94j6h",Social Psychology,"Adolescent, Adult, Affect, Cerebral Cortex [physiology], Conflict (Psychology), Female, Happiness, Humans, Male, Prefrontal Cortex [physiology], Reward, Social Control, Informal, Social Justice",Accepting unfair offers increases right ventrolateral prefrontal cortex activation,"""However, a large cluster (k = 834) in right VLPFC was active in this comparison (x = 50, y = 44, z = 8), t(11) = 5.39, p-rep > .99, d = 3.25, a finding consistent with the hypothesis that accepting unfair offers may involve emotion regulation""",45813.0,12.0,3.25,d,"p. 5, 6; t(11) = 5.39",,,NA (not reported),no,,24.0,"Z = 4.92, N = 24",d,p. 5,,,NA (not reported),no,https://osf.io/vqzx9,0.851658317,
229,1,osc2015122,"Alvarez, G.A. & Oliva, A. (2008). The representation of simple ensemble visual features outside the focus of attention. Psychological Science, 19(4), 392-398.",10.1111/j.1467-9280.2008.02098.x,3.0,"Schlegelmilch, R., & van den Bergh, D. (2023, September 28). Replication of GA Alvarez, A Oliva (2008, PS 19(4), Exp. 3). Retrieved from osf.io/dnaxe",10.1126/science.aac4716,,"Schlegelmilch, R., & van den Bergh, D. (2023, September 28). Replication of GA Alvarez, A Oliva (2008, PS 19(4), Exp. 3). Retrieved from osf.io/dnaxe",Cognitive Psychology,"Adolescent, Adult, Attention, Humans, Visual Perception",Reporting error on the location of missing distractors items was less when the targets were spatially distinct,"""As Figure 4b illustrates, localization error in the centroid condition was significantly lower for targets than for distractors,[..] but centroid localization was better than chance for both targets [...] and distractors, t(7) = 2.76, p = .028, r-square = .52""",5.0,8.0,t(7) = 2.76,test statistic,p. 5,0.028,e (=),2 (two),no,,17.0,t(16)= -9.59,test statistic,p. 4,1.0E-4,e (=),2 (two),no,https://osf.io/fs3ut,0.721890032,-0.922934494
230,1,osc2015124,"Lau, G.P., Kay, A.C., & Spencer, S.J. (2008). Loving those who justify inequality: The effects of system threat on attraction to women who embody benevolent sexist ideals. Psychological Science, 19, 20-21.",10.1111/j.1467-9280.2008.02040.x,1.0,"Stieger, S., & Kuhlmann, T. (2023, September 28). Replication of GP Lau, AC Kay, SJ Spencer (2008, PS 19(1)). Retrieved from osf.io/fxqsk",10.1126/science.aac4716,,"Stieger, S., & Kuhlmann, T. (2023, September 28). Replication of GP Lau, AC Kay, SJ Spencer (2008, PS 19(1)). Retrieved from osf.io/fxqsk",Social Psychology,"Adolescent, Adult, Canada, Cross-Cultural Comparison, Culture, Humans, Male, Politics, Prejudice, Rationalization, Social Change, Social Desirability, Socioeconomic Factors, Stereotyping",Male participants whose faith in the federal system was threatened showed greater romantic interest in women who embody benevolent sexist ideals than in women who do not embody these ideals,"""A 2 (system threat vs. no threat) × 2 (benevolent-stereotypic vs. non-benevolent-stereotypic) analysis of variance conducted on the mean ratings of romantic interest revealed a significant two-way interaction, F(1,34) = 55.89, p = .93, w-square = .02""",2.0,36.0,"F(1, 34) = 5.89",test statistic,p. 2,,,NA (not reported),no,,70.0,0.001,etasq (partial),"p. 3; F(1, 68) = 0.08",0.79,e (=),NA (not reported),no,https://osf.io/tpzk9,0.384260399,
231,1,osc2015127,"Winawer, Huk, and Boroditsky (2008). A Motion aftereffect from still photographs depicting motion. Psychological Science, 19, 276-283.",10.1111/j.1467-9280.2008.02080.x,3.0,"Levitan, C., Errington, T. M., & Gampa, A. (2023, September 28). Replication of Winawer, Huk, & Boroditsky (Psychological Science, 2008). Retrieved from osf.io/mjasz",10.1126/science.aac4716,,"Levitan, C., Errington, T. M., & Gampa, A. (2023, September 28). Replication of Winawer, Huk, & Boroditsky (Psychological Science, 2008). Retrieved from osf.io/mjasz",Cognitive Psychology,"Attention, Cues, Figural Aftereffect, Humans, Imagination, Motion Perception, Orientation, Pattern Recognition, Visual, Photography, Psychophysics, Transfer (Psychology)",Motion aftereffects were present following the presentation of a still photograph depicting motion,"""Subjects in the third experiment showed significant adapta- tion to inward and outward implied motion. The point of per- ceived null motion shifted by 0.17  0.04 units of normalized coherence, t(28) = 4.98, p = .000, prep = .99""",5.0,29.0,t(28) = 4.978,test statistic,,0.0,e (=),2 (two),yes,,26.0,-0.62,d,p. 4; t(25)=-3.1029,0.00471,e (=),2 (two),yes,https://osf.io/m9suf,0.685201347,0.296098771
232,1,osc2015129,"Richeson, J. A., & Trawalter, S. (2008). The threat of appearing prejudiced and race-based attentional biases. Psychological Science, 19(2), 98-102.",10.1111/j.1467-9280.2008.02052.x,1.0,"Lai, C. K. (2023). Replication of Richeson & Trawalter (2008, PS, Study 1). Retrieved from osf.io/c5fza",10.1126/science.aac4716,,1.0,Social Psychology,"Attentional bias, prejudice, anxiety, dot-probe detection paradigm, threatening cues, race, motivation","High External Motivation (EM) participants exhibit attentional biases for neutral Black faces, but not happy Black faces","The three-way interaction of group, presentation duration, and facial expression was reliable, F(1,26) = 4.17, p-rep = .92, d = 0.80",3.0,28.0,0.8,d,"p. 3; F(1, 26) = 4.17",,,NA (not reported),yes,,66.0,0.0,etasq,"p. 4; F(1, 64) = .02",0.89,e (=),NA (not reported),yes,https://osf.io/s2d6t,0.371390676,0
233,1,osc201513,"Campbell, J.I., & Robert, N.D. (2008). Bidirectional associations in multiplication memory: Conditions of negative and positive transfer. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 546-555.",10.1037/0278-7393.34.3.546,3.0,"Ricker, A. A., & Saide, A. (2023, September 28). Replication of JI Campbell, ND Robert (2008, JEPLMC 34(3), Exp 3). Retrieved from osf.io/gxvd3",10.1126/science.aac4716,,"Ricker, A. A., & Saide, A. (2023, September 28). Replication of JI Campbell, ND Robert (2008, JEPLMC 34(3), Exp 3). Retrieved from osf.io/gxvd3",Cognitive Psychology,"Adolescent, Adult, Female, Humans, Male, Mathematics, Mental Recall, Practice (Psychology), Problem Solving, Retention (Psychology), Transfer (Psychology)","response times were faster when participants were given the same mathematical operation to practice and to test, relative to operational change or a new problem","""There was a robust Group X Problem Type interaction, F(2,68) = 41.59, MSE = 4470.55, p < .001""",7.0,36.0,"F(2, 68) = 41.59",test statistic,p. 7,0.001,l (<),NA (not reported),yes,,36.0,"F(2, 68) = 41.603",test statistic,p. 5,0.001,l (<),NA (not reported),yes,https://osf.io/689xc,,
234,1,Boyce_etal202310,"Blair, K. S., Smith, B. W., Mitchell, D. G., Morton, J., Vythilingam, M., Pessoa, L., ... & Blair, R. J. R. (2007). Modulation of emotion by cognition and cognition by emotion. Neuroimage, 35(1), 430-440.",10.1016/j.neuroimage.2006.11.048,1.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Cognitive Psychology,"fMRI, Emotion, Attention, Stroop interference, Emotional interference",Modulation of emotion by cognition and cognition by emotion,"""There was also a significant main effect for task (F(1,21) = 25.75; p < 0.001); subjects were significantly slower to respond to incongruent, relative to congruent trials (M(incongruent) = 746.31, S.E. = 25.83; M(congruent) = 706.98, S.E. = 25.83)""",5.0,22.0,1.523,d,p. 5: =(746.31-706.98)/SQRT((25.83^2+25.83^2)/2),0.001,l (<),NA (not reported),yes,,40.0,"F(1, 3446) = 3.49",F,https://osf.io/kspm6,,,NA (not reported),yes,,0.605839448,
235,1,Boyce_etal2023101,"Nekmat, E., Gower, K. K., Zhou, S., & Metzger, M. (2019). Connective-collective action on social media: Moderated mediation of cognitive elaboration and perceived source credibility on personalness of source. Communication Research, 46(1), 62-87.",10.1177/0093650215609676,1.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Social Psychology,"Social media, collective action, connective action, source effects, cognitive elaboration, source credibility",Moderated mediation of cognitive elaboration and perceived source credibility on personalness of source,"""Results from hierarchical regression analysis blocking for control variables showed that personally closer sources were significantly more influential (M = 5.44, SD = 1.21) than organizational sources (M = 4.02, SD = 1.41), with ΔR2 = .194, F(5, 207) = 15.98, p < .001, β = .44, f-square = .394, R-square = .27 (adjusted)""","12, 13",208.0,0.44,b (std),p. 13,0.001,l (<),2 (two),yes,,58.0,0.135010281081558,d,,0.312441601669666,e (=),NA (not reported),yes,,,0.067351856
236,1,Boyce_etal2023102,"Ngo, C. T., Horner, A. J., Newcombe, N. S., & Olson, I. R. (2019). Development of holistic episodic recollection. Psychological science, 30(12), 1696-1706.",10.1177/0956797619879441,1 (younger adults only),"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,https://rstudio-pubs-static.s3.amazonaws.com/817655_c94c0f2142fc466fa36a6790ee3fcdde.html,1.0,Cognitive Psychology,"holistic recollection, memory development, pattern completion, episodic memory, open data, open materials",Development of holistic episodic recollection,"""We found that within-event retrieval accuracy was dependent in young adults: Dependency (M = .07, SE = .01, 95% CI = [.05, .08]) was significantly greater than zero, t(30) = 7.37, p < .001, d = 1.32, 95% CI = [0.83, 1.80]""",p. 6,31.0,1.32,d,p. 6,0.001,l (<),NA (not reported),no,no,12.0,0.15,d,,0.303,e (=),NA (not reported),no,https://osf.io/t3rpq,0.550842208,0.074789948
237,1,Boyce_etal2023107,"O’Keefe, P. A., Dweck, C. S., & Walton, G. M. (2018). Implicit theories of interest: Finding your passion or developing it?. Psychological science, 29(10), 1653-1664.",10.1177/0956797618780643,2.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Social Psychology,"Motivation, social cognition, interest, passion, implicit self-theories","The more students endorsed a fixed theory, the less interest they expressed in the article that mismatched their interest identity","A repeated measures analysis of covariance yielded the predicted interaction between theories of interest and article type, F(1, 137) = 7.46, p = .007, partial eta-square = .05. The more students endorsed a fixed theory, the less interest they expressed in the article that mismatched their interest identity, β = 0.20, t(137) = 2.42, p = .017.",p. 5,141.0,"F(1, 137) = 7.46",test statistic,p. 5,0.007,e (=),NA (not reported),yes,,74.0,"F(1, 70)=2.4602",test statistic,Boyce dataset: https://osf.io/kspm6,,,NA (not reported),yes,https://osf.io/4uj6v,0.227245666,0.184261857
238,1,Boyce_etal202311,"Blankenship, K. L., & Wegener, D. T. (2008). Opening the mind to close it: considering a message in light of important values increases message processing and later resistance to change. Journal of Personality and Social Psychology, 94(2), 196.",10.1037/0022-3514.94.2.94.2.196,5A,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,https://osf.io/v3e2z,1.0,Social Psychology,"Values, information processing, resistance to persuasion",Considering a message in light of important values increases message processing and later resistance to change,"The predicted Value x Argument Quality interaction was significant for Study 5A, F(1, 257) = 11.58, p = .002 [...]. That is, the difference between the strong and weak argument conditions was greater when values were important rather than unimportant.",p. 208,124.0,"F(1, 257) = 11.58",test statistic,p. 208,0.002,e (=),NA (not reported),no,,209.0,"F(1, 247) = .49",test statistic,p. 4,0.49,e (=),NA (not reported),no,,0.207643072,
239,1,Boyce_etal2023112_1,"Peer, E., Rothschild, D., Gordon, A., Evernden, Z., & Damer, E. (2022). Data quality of platforms and panels for online behavioral research. Behavior Research Methods, 54(4), 1643-1662.",10.3758/s13428-021-01694-3,2.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231171",10.1098/rsos.231171,http://rpubs.com/kimiasaadatian/replicationreport,,Cognitive Psychology,"Data quality, Online research, Attention, Comprehension, Reliability, Honesty, Amazon mechanical turk, Prolific",,"Overall data quality score: [...] We found statistically significant differences between the sites on this measure, F(2, 1458) = 129.4, p < .001, which showed higher scores for Prolific (M = 5.87, SD = 1.0) [...] compared to MTurk (M = 4.55, SD = 1.9)",p. 1655,972.0,0.869,d,p. 13: =(5.87-4.55)/SQRT((1^2+1.9^2)/2),,,NA (not reported),no,https://osf.io/txe4d,108.0,0.751,d,https://rpubs.com/kimiasaadatian/replicationreport: =(6.26-4.75)/SQRT((1.41^2+2.47^2)/2),,,NA (not reported),no,https://osf.io/e6cps,0.398508109,0.351533786
239,2,Boyce_etal2023112_1,"Peer, E., Rothschild, D., Gordon, A., Evernden, Z., & Damer, E. (2022). Data quality of platforms and panels for online behavioral research. Behavior Research Methods, 54(4), 1643-1662.",10.3758/s13428-021-01694-3,2.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231171",10.1098/rsos.231171,http://rpubs.com/kimiasaadatian/replicationreport,,Cognitive Psychology,"Data quality, Online research, Attention, Comprehension, Reliability, Honesty, Amazon mechanical turk, Prolific",,"Overall data quality score: [...] We found statistically significant differences between the sites on this measure, F(2, 1458) = 129.4, p < .001, which showed higher scores for [...] CR (M = 5.78, SD = 1.1) compared to MTurk (M = 4.55, SD = 1.9)",p. 1655,661.0,0.792,d,p. 13: =(5.78-4.55)/SQRT((1.1^2+1.9^2)/2),,,NA (not reported),no,https://osf.io/txe4d,108.0,-0.4249782071450829,d,https://rpubs.com/kimiasaadatian/replicationreport: =(3.75-4.75)/SQRT((2.23^2+2.47^2)/2),,,NA (not reported),no,https://osf.io/e6cps,0.368182415,0.207848558
240,1,Boyce_etal2023122,"Ranzini, M., Dehaene, S., Piazza, M., & Hubbard, E. M. (2009). Neural mechanisms of attentional shifts due to irrelevant spatial and numerical cues. Neuropsychologia, 47(12), 2615-2624.",10.1016/j.neuropsychologia.2009.05.011,1.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Cognitive Psychology,"Attention, Visuospatial attention, Number processing, ERPs, early directing attention negativity, anterior directing attention negativity",Mean reaction times were faster when the target location was congruent with that indicated by the numeric cue,"The Cue Direction/Magnitude × Target Position interactions [...] approached significance for numbers (F(1,14) = 4.1, P = 0.06). Although these results are not significant, mean reaction times were faster when the target location was congruent with that indicated by the cue.",p. 2617,15.0,"F(1, 14) = 4.1",test statistic,p. 2617,0.06,e (=),NA (not reported),yes,,17.0,"F(1, 16) = 0.24",test statistic,p. 4,0.63,e (=),NA (not reported),yes,,0.475940476,0.121566135
241,1,Boyce_etal2023125_1_a,"Reis, H. T., Lee, K. Y., O'Keefe, S. D., & Clark, M. S. (2018). Perceived partner responsiveness promotes intellectual humility. Journal of Experimental Social Psychology, 79, 21-33.",10.1016/j.jesp.2018.05.006,5.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,https://rpubs.com/cgarton/975073,1.0,Social Psychology,"Intellectual Humility, Self-Serving Bias, Perceived Partner Responsiveness,  Interpersonal Affirmation, global-local visual processing task, self-affirmation",Responsive conditions increase global focus,"The main effect for condition was significant, F(2,483) = 5.99, p = .003, eta-square = 0.024. [...] Participants in the responsive condition showed a significantly more global focus than participants in the unresponsive condition (p = .001)",p. 29,350.0,0.373,d,p. 29: =(12.27-10.51)/SQRT(((178-1)*4.38^2+(172-1)*5.04^2)/(178+172-2))),0.003,e (=),NA (not reported),no,,208.0,-0.193,d,https://rpubs.com/cgarton/975073: =(9.45-10.34)/SQRT(((110-1)*4.58^2+(98-1)*4.65^2)/(110+98-2))),0.1663,e (=),2 (two),no,,0.183338786,0.096053798
242,1,Boyce_etal202313,"Brady, T. F., & Alvarez, G. A. (2011). Hierarchical encoding in visual working memory: Ensemble statistics bias memory for individual items. Psychological science, 22(3), 384-392.",10.1177/0956797610397956,1.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,https://osf.io/p5hvr,1.0,Cognitive Psychology,"Working memory, constructive memory, ensemble statistics, summary statistics",Observers are biased by the ensemble statistics of a display when representing display items in visual working memory,"On average, the reported size of the tested circle was 1.11 times greater (SEM = 0.03) on trials with the larger same colored circles than on trials with the smaller same-colored circles (see Fig. 2b). This ratio was significantly greater than 1.0, t(20) = 4.17, p = .0004",3.0,21.0,t(20) = 4.17,test statistic,p. 3,4.0E-4,e (=),NA (not reported),no,,19.0,t(18) = 5.08,test statistic,p. 5,0.000039,e (=),NA (not reported),no,,0.681969121,0.767529241
243,1,Boyce_etal2023134,"Schaerer, M., Swaab, R. I., & Galinsky, A. D. (2015). Anchors weigh more than power: Why absolute powerlessness liberates negotiators to achieve better outcomes. Psychological science, 26(2), 170-181.",10.1177/0956797614558718,1a,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Social Psychology,"Negotiation, power, alternatives, first offer, anchoring, negotiator focus",Negotiators with a weak BATNA made significantly lower first offers than those with no alternative,"""Negotiators with a weak BATNA (M = $4.57, SD = 1.74, 95% CI = [4.33, 4.92]) made lower offers than negotiators in both other conditions, ts(285) > 6.18, ps < .001, ds > 0.76""",p. 172,288.0,0.76,d,p. 172,0.001,l (<),NA (not reported),no,,143.0,0.9655053,d,,0.01,l (<),NA (not reported),no,https://osf.io/9j2ym,0.355217761,0.434744705
244,1,Boyce_etal2023137_1_c,"Scopelliti, I., Loewenstein, G., & Vosgerau, J. (2015). You call it “Self-Exuberance”; I call it “Bragging” miscalibrated predictions of emotional responses to self-promotion. Psychological science, 26(6), 903-914.",10.1177/0956797615573516,2.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Social Psychology,"Social interaction, emotions, interpersonal relationships, judgment, social behavior, open data, open materials",Condition does not independently affect emotional ratings,"""Also as predicted, self-promoters underestimated the extent to which recipients were annoyed (M = 3.54, SD = 1.94, vs. M = 4.82, SD = 2.15), F(1, 145) = 11.56, p = .001, eta-square = .07""",6.0,555.0,0.625,d,p. 6: =(3.54-4.82)/SQRT((1.94^2+2.15^2)/2),0.001,e (=),2 (two),yes,,50.0,-0.0580348785702567,d,,0.5210183272,e (=),2 (two),yes,,0.298274993,0.02900523
245,1,Boyce_etal202323,"Chou, E. Y., Parmar, B. L., & Galinsky, A. D. (2016). Economic insecurity increases physical pain. Psychological Science, 27(4), 443-454.",10.1177/0956797615625640,5.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,https://osf.io/wj3bm,1.0,Cognitive Psychology,"Economic insecurity, pain, sense of control",Lack of control is a proximal mechanism that produces physical pain,"""Participants in the lack-of-control condition reported more than double the physical pain (M = 13.75, SD = 21.49) reported by participants in the complete-control condition (M = 6.57, SD = 11.62), t(98) = 2.04, p = .04, d = 0.41""",p. 449,100.0,0.41,d,p. 449,0.04,e (=),NA (not reported),no,,158.0,-0.19040863130135,d,,0.0182407236142778,e (=),NA (not reported),no,https://osf.io/vmfue,0.20082362,0.094775767
246,1,Boyce_etal202327,"Critcher, C. R., Inbar, Y., & Pizarro, D. A. (2013). How quick decisions illuminate moral character. Social Psychological and Personality Science, 4(3), 308-315.",10.1177/1948550612457688,1.0,"Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240. https://doi.org/10.1098/rsos.231240",10.1098/rsos.231240,,1.0,Social Psychology,"Decision speed, motives, moral judgment, moral character, certainty",Returning the wallet was an indicator of moral (vs. immoral) character,"The Decision Speed interaction was significant, F(1, 117) = 127.07, p < .001. An analysis of the simple effects showed that, as predicted, quick (vs. slow) immoral decisions prompted more negative moral character evaluations, t(54) = 8.28, p < .001, whereas quick (vs. slow) moral decisions prompted more positive moral character evaluations, t(63) = 7.71, p < .001",2.0,119.0,"F(1,117) = 127.07",test statistic,p. 2,0.001,l (<),2 (two),yes,,115.0,chisq(1) = 374.43,test statistic,,4.02218906166799E-22,e (=),NA (not reported),yes,,0.721546483,
247,1,Camereretal2018_18_1,"Rand, D. G., Greene, J. D., & Nowak, M. A. (2012). Spontaneous giving and calculated greed. Nature, 489(7416), 427-430.",10.1038/nature11467,8.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/szcuk,18.0,Judgment and Decision Making,"Social Science Replication Project, Science, Nature, Human Behavior",Spontaneous giving and calculated greed,"Priming intuition (or inhibiting reflection) increases cooperation relative to priming reflection (or inhibiting intuition).  Contributions are significantly higher when subjects are primed to promote intuition relative to reflection ( rank sum, P = 0.011). ",p. 428,343.0,10.95,beta,p. S21,0.01,l (<),NA (not reported),no,,2136.0,0.026,r,p. 55,0.234,e (=),2 (two),no,https://osf.io/3kpjx,,0.026
248,1,Camereretal2018_4_1,"Derex, M., Beugin, M. P., Godelle, B., & Raymond, M. (2013). Experimental evidence for the influence of group size on cultural complexity. Nature, 503(7476), 389-391.",10.1038/nature12774,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/kchf9 ,4.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",infuence of group size on cultural complexity,"The probability of maintaining cultural diversity (that is, observing both tasks in the group) increased with group size (x2 = 16.3, d.f. = 1, p < 0.0001)",p. 389,366.0,"x2 = 16.3, df = 1",test statistic,p. 389,1.0E-4,l (<),1 (one),no,,482.0,0.361,r,p. 54,0.003,e (=),1 (one),no,https://osf.io/yrbq9,,0.361
