;doi_o;abstract;title
677;10.1353/lan.2007.0082;The transmission of linguistic change within a speech community is characterized by incrementation within a faithfully reproduced pattern characteristic of the family tree model, while diffusion across communities shows weakening of the original pattern and a loss of structural features. It is proposed that this is the result of the difference between the learning abilities of children and adults. Evidence is drawn from two studies of geographic diffusion, (i) Structural constraints are lost in the diffusion of the New York City pattern of tensing short- a to four other communities: northern New Jersey, Albany, Cincinnati, and New Orleans, (ii) The spread of the Northern Cities Shift from Chicago to St. Louis is found to represent the borrowing of individual sound changes, rather than the diffusion of the structural pattern as a whole.;Transmission and diffusion
678;10.1371/journal.pbio.0000005;"Plasmodium falciparum is the causative agent of the most burdensome form of human malaria, affecting 200-300 million individuals per year worldwide. The recently sequenced genome of P. falciparum revealed over 5,400 genes, of which 60% encode proteins of unknown function. Insights into the biochemical function and regulation of these genes will provide the foundation for future drug and vaccine development efforts toward eradication of this disease. By analyzing the complete asexual intraerythrocytic developmental cycle (IDC) transcriptome of the HB3 strain of P. falciparum, we demonstrate that at least 60% of the genome is transcriptionally active during this stage. Our data demonstrate that this parasite has evolved an extremely specialized mode of transcriptional regulation that produces a continuous cascade of gene expression, beginning with genes corresponding to general cellular processes, such as protein synthesis, and ending with Plasmodium-specific functionalities, such as genes involved in erythrocyte invasion. The data reveal that genes contiguous along the chromosomes are rarely coregulated, while transcription from the plastid genome is highly coregulated and likely polycistronic. Comparative genomic hybridization between HB3 and the reference genome strain (3D7) was used to distinguish between genes not expressed during the IDC and genes not detected because of possible sequence variations. Genomic differences between these strains were found almost exclusively in the highly antigenic subtelomeric regions of chromosomes. The simple cascade of gene regulation that directs the asexual development of P. falciparum is unprecedented in eukaryotic biology. The transcriptome of the IDC resembles a ""just-in-time"" manufacturing process whereby induction of any given gene occurs once per cycle and only at a time when it is required. These data provide to our knowledge the first comprehensive view of the timing of transcription throughout the intraerythrocytic development of P. falciparum and provide a resource for the identification of new chemotherapeutic and vaccine candidates.";The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum
679;10.1371/journal.pbio.0060202;Comparative studies suggest that at least some bird species have evolved mental skills similar to those found in humans and apes. This is indicated by feats such as tool use, episodic-like memory, and the ability to use one's own experience in predicting the behavior of conspecifics. It is, however, not yet clear whether these skills are accompanied by an understanding of the self. In apes, self-directed behavior in response to a mirror has been taken as evidence of self-recognition. We investigated mirror-induced behavior in the magpie, a songbird species from the crow family. As in apes, some individuals behaved in front of the mirror as if they were testing behavioral contingencies. When provided with a mark, magpies showed spontaneous mark-directed behavior. Our findings provide the first evidence of mirror self-recognition in a non-mammalian species. They suggest that essential components of human self-recognition have evolved independently in different vertebrate classes with a separate evolutionary history.;Mirror-Induced Behavior in the Magpie (Pica pica): Evidence of Self-Recognition
680;10.1371/journal.pgen.1000564;"The evidence for the existence of genetic susceptibility variants for the common form of hypertension (""essential hypertension"") remains weak and inconsistent. We sought genetic variants underlying blood pressure (BP) by conducting a genome-wide association study (GWAS) among African Americans, a population group in the United States that is disproportionately affected by hypertension and associated complications, including stroke and kidney diseases. Using a dense panel of over 800,000 SNPs in a discovery sample of 1,017 African Americans from the Washington, D.C., metropolitan region, we identified multiple SNPs reaching genome-wide significance for systolic BP in or near the genes: PMS1, SLC24A4, YWHA7, IPO7, and CACANA1H. Two of these genes, SLC24A4 (a sodium/potassium/calcium exchanger) and CACNA1H (a voltage-dependent calcium channel), are potential candidate genes for BP regulation and the latter is a drug target for a class of calcium channel blockers. No variant reached genome wide significance for association with diastolic BP (top scoring SNP rs1867226, p = 5.8 x 10(-7)) or with hypertension as a binary trait (top scoring SNP rs9791170, p = 5.1 x 10(-7)). We replicated some of the significant SNPs in a sample of West Africans. Pathway analysis revealed that genes harboring top-scoring variants cluster in pathways and networks of biologic relevance to hypertension and BP regulation. This is the first GWAS for hypertension and BP in an African American population. The findings suggests that, in addition to or in lieu of relying solely on replicated variants of moderate-to-large effect reaching genome-wide significance, pathway and network approaches may be useful in identifying and prioritizing candidate genes/loci for further experiments.";A Genome-Wide Association Study of Hypertension and Blood Pressure in African Americans
681;10.1371/journal.pgen.1000660;Myopia is one of the most common ocular disorders worldwide. Pathological myopia, also called high myopia, comprises 1% to 5% of the general population and is one of the leading causes of legal blindness in developed countries. To identify genetic determinants associated with pathological myopia in Japanese, we conducted a genome-wide association study, analyzing 411,777 SNPs with 830 cases and 1,911 general population controls in a two-stage design (297 cases and 934 controls in the first stage and 533 cases and 977 controls in the second stage). We selected 22 SNPs that showed P-values smaller than 10(-4) in the first stage and tested them for association in the second stage. The meta-analysis combining the first and second stages identified an SNP, rs577948, at chromosome 11q24.1, which was associated with the disease (P = 2.22x10(-7) and OR of 1.37 with 95% confidence interval: 1.21-1.54). Two genes, BLID and LOC399959, were identified within a 200-kb DNA encompassing rs577948. RT-PCR analysis demonstrated that both genes were expressed in human retinal tissue. Our results strongly suggest that the region at 11q24.1 is a novel susceptibility locus for pathological myopia in Japanese.;A Genome-Wide Association Analysis Identified a Novel Susceptible Locus for Pathological Myopia at 11q24.1
682;10.1371/journal.pgen.1002656;Autozygosity occurs when two chromosomal segments that are identical from a common ancestor are inherited from each parent. This occurs at high rates in the offspring of mates who are closely related (inbreeding), but also occurs at lower levels among the offspring of distantly related mates. Here, we use runs of homozygosity in genome-wide SNP data to estimate the proportion of the autosome that exists in autozygous tracts in 9,388 cases with schizophrenia and 12,456 controls. We estimate that the odds of schizophrenia increase by ~17% for every 1% increase in genome-wide autozygosity. This association is not due to one or a few regions, but results from many autozygous segments spread throughout the genome, and is consistent with a role for multiple recessive or partially recessive alleles in the etiology of schizophrenia. Such a bias towards recessivity suggests that alleles that increase the risk of schizophrenia have been selected against over evolutionary time.;Runs of Homozygosity Implicate Autozygosity as a Schizophrenia Risk Factor
683;10.1371/journal.pgen.1002741;Common diseases such as type 2 diabetes are phenotypically heterogeneous. Obesity is a major risk factor for type 2 diabetes, but patients vary appreciably in body mass index. We hypothesized that the genetic predisposition to the disease may be different in lean (BMI<25 Kg/m²) compared to obese cases (BMI≥30 Kg/m²). We performed two case-control genome-wide studies using two accepted cut-offs for defining individuals as overweight or obese. We used 2,112 lean type 2 diabetes cases (BMI<25 kg/m²) or 4,123 obese cases (BMI≥30 kg/m²), and 54,412 un-stratified controls. Replication was performed in 2,881 lean cases or 8,702 obese cases, and 18,957 un-stratified controls. To assess the effects of known signals, we tested the individual and combined effects of SNPs representing 36 type 2 diabetes loci. After combining data from discovery and replication datasets, we identified two signals not previously reported in Europeans. A variant (rs8090011) in the LAMA1 gene was associated with type 2 diabetes in lean cases (P = 8.4×10⁻⁹, OR = 1.13 [95% CI 1.09-1.18]), and this association was stronger than that in obese cases (P = 0.04, OR = 1.03 [95% CI 1.00-1.06]). A variant in HMG20A--previously identified in South Asians but not Europeans--was associated with type 2 diabetes in obese cases (P = 1.3×10⁻⁸, OR = 1.11 [95% CI 1.07-1.15]), although this association was not significantly stronger than that in lean cases (P = 0.02, OR = 1.09 [95% CI 1.02-1.17]). For 36 known type 2 diabetes loci, 29 had a larger odds ratio in the lean compared to obese (binomial P = 0.0002). In the lean analysis, we observed a weighted per-risk allele OR = 1.13 [95% CI 1.10-1.17], P = 3.2×10⁻¹⁴. This was larger than the same model fitted in the obese analysis where the OR = 1.06 [95% CI 1.05-1.08], P = 2.2×10⁻¹⁶. This study provides evidence that stratification of type 2 diabetes cases by BMI may help identify additional risk variants and that lean cases may have a stronger genetic predisposition to type 2 diabetes.;Stratifying Type 2 Diabetes Cases by BMI Identifies Genetic Risk Variants in LAMA1 and Enrichment for Risk Variants in Lean Compared to Obese Cases
684;10.1371/journal.pone.0000691;"Crohn disease (CD), a sub-entity of inflammatory bowel disease (IBD), is a complex polygenic disorder. Although recent studies have successfully identified CD-associated genetic variants, these susceptibility loci explain only a fraction of the heritability of the disease. Here, we report on a multi-stage genome-wide scan of 393 German CD cases and 399 controls. Among the 116,161 single-nucleotide polymorphisms tested, an association with the known CD susceptibility gene NOD2, the 5q31 haplotype, and the recently reported CD locus at 5p13.1 was confirmed. In addition, SNP rs1793004 in the gene encoding nel-like 1 precursor (NELL1, chromosome 11p15.1) showed a consistent disease-association in independent German population- and family-based samples (942 cases, 1082 controls, 375 trios). Subsequent fine mapping and replication in an independent sample of 454 French/Canadian CD trios supported the authenticity of the NELL1 association. Further confirmation in a large German ulcerative colitis (UC) sample indicated that NELL1 is a ubiquitous IBD susceptibility locus (combined p<10(-6); OR = 1.66, 95% CI: 1.30-2.11). The novel 5p13.1 locus was also replicated in the French/Canadian sample and in an independent UK CD patient panel (453 cases, 521 controls, combined p<10(-6) for SNP rs1992660). Several associations were replicated in at least one independent sample, point to an involvement of ITGB6 (upstream), GRM8 (downstream), OR5V1 (downstream), PPP3R2 (downstream), NM_152575 (upstream) and HNF4G (intron).";Systematic Association Mapping Identifies NELL1 as a Novel IBD Disease Gene
685;10.1371/journal.pone.0004117;Memories evolve. After learning something new, the brain initiates a complex set of post-learning processing that facilitates recall (i.e., consolidation). Evidence points to sleep as one of the determinants of that change. But whenever a behavioral study of episodic memory shows a benefit of sleep, critics assert that sleep only leads to a temporary shelter from the damaging effects of interference that would otherwise accrue during wakefulness. To evaluate the potentially active role of sleep for verbal memory, we compared memory recall after sleep, with and without interference before testing. We demonstrated that recall performance for verbal memory was greater after sleep than after wakefulness. And when using interference testing, that difference was even more pronounced. By introducing interference after sleep, this study confirms an experimental paradigm that demonstrates the active role of sleep in consolidating memory, and unmasks the large magnitude of that benefit.;The Sleeping Brain's Influence on Verbal Memory: Boosting Resistance to Interference
686;10.1371/journal.pone.0009723;Osteoarthritis (OA) is a common disease that has a definite genetic component. Only a few OA susceptibility genes that have definite functional evidence and replication of association have been reported, however. Through a genome-wide association study and a replication using a total of approximately 4,800 Japanese subjects, we identified two single nucleotide polymorphisms (SNPs) (rs7775228 and rs10947262) associated with susceptibility to knee OA. The two SNPs were in a region containing HLA class II/III genes and their association reached genome-wide significance (combined P = 2.43x10(-8) for rs7775228 and 6.73x10(-8) for rs10947262). Our results suggest that immunologic mechanism is implicated in the etiology of OA.;New Sequence Variants in HLA Class II/III Region Associated with Susceptibility to Knee Osteoarthritis Identified by Genome-Wide Association Study
687;10.1371/journal.pone.0045232;Several studies have shown that genetic factors account for 25% of the variation in human life span. On the basis of published molecular, genetic and epidemiological data, we hypothesized that genetic polymorphisms of taste receptors, which modulate food preferences but are also expressed in a number of organs and regulate food absorption processing and metabolism, could modulate the aging process. Using a tagging approach, we investigated the possible associations between longevity and the common genetic variation at the three bitter taste receptor gene clusters on chromosomes 5, 7 and 12 in a population of 941 individuals ranging in age from 20 to 106 years from the South of Italy. We found that one polymorphism, rs978739, situated 212 bp upstream of the TAS2R16 gene, shows a statistically significant association (p = 0.001) with longevity. In particular, the frequency of A/A homozygotes increases gradually from 35% in subjects aged 20 to 70 up to 55% in centenarians. These data provide suggestive evidence on the possible correlation between human longevity and taste genetics.;Bitter Taste Receptor Polymorphisms and Human Aging
688;10.1371/journal.pone.0051382;The notion of language comprehension as mental simulation has become popular in cognitive science. We revisit some of the original empirical evidence for this. Specifically, we attempted to replicate the findings from earlier studies that examined the mental simulation of object orientation, shape, and color, respectively, in sentence-picture verification. For each of these sets of findings, we conducted two web-based replication attempts using Amazon's Mechanical Turk. Our results are mixed. Participants responded faster to pictures that matched the orientation or shape implied by the sentence, replicating the original findings. The effect was larger and stronger for shape than orientation. Participants also responded faster to pictures that matched the color implied by the sentence, whereas the original studies obtained mismatch advantages. We argue that these results support mental simulation theory, show the importance of replication studies, and show the viability of web-based data collection.;Revisiting Mental Simulation in Language Comprehension: Six Replication Attempts
689;10.1371/journal.pone.0072626;"The capacity for self-control is critical to adaptive functioning, yet our knowledge of the underlying processes and mechanisms is presently only inchoate. Theoretical work in economics has suggested a model of self-control centering on two key assumptions: (1) a division within the decision-maker between two 'selves' with differing preferences; (2) the idea that self-control is intrinsically costly. Neuroscience has recently generated findings supporting the 'dual-self' assumption. The idea of self-control costs, in contrast, has remained speculative. We report the first independent evidence for self-control costs. Through a neuroimaging meta-analysis, we establish an anatomical link between self-control and the registration of cognitive effort costs. This link predicts that individuals who strongly avoid cognitive demand should also display poor self-control. To test this, we conducted a behavioral experiment leveraging a measure of demand avoidance along with two measures of self-control. The results obtained provide clear support for the idea of self-control costs.";Neural and Behavioral Evidence for an Intrinsic Cost of Self-Control
690;10.1371/journal.pone.0111065;Male BALB/c mice single-housed for a period of three weeks were found to respond with a more marked hypothermia to a challenge with a selective serotonergic agonist (8-OH-DPAT) than their group-housed counterparts. This effect of single housing was verified by screening a genetically heterogeneous population of male mice on a C57BL/6 background from a breeding colony. Enhanced activity of the implicated receptor (5-HT1A) leading to an amplified hypothermic effect is strongly associated with depressive states. We therefore suggest that the 8-OH-DPAT challenge can be used to demonstrate a negative emotional state brought on by e.g. long-term single housing in male laboratory mice. The study emphasizes the importance of social housing, and demonstrates that male mice deprived of social contact respond with altered serotonergic signaling activity. Male mice not only choose social contact when given the option, as has previously been shown, but will also, when it is deprived, be negatively affected by its absence. We propose that the 8-OH-DPAT challenge constitutes a simple, but powerful, tool capable of manifesting the effect of social deprivation in laboratory mice. It potentially allows not only for an unbiased, biochemical evaluation of psychological stressors, but may also allow for determining whether the effect of these can be counteracted.;The Lonely Mouse – Single Housing Affects Serotonergic Signaling Integrity Measured by 8-OH-DPAT-Induced Hypothermia in Male Mice
691;10.1371/journal.pone.0144228;"The current study tested competing predictions regarding the effect of mortality salience on delay discounting.One prediction, based on evolutionary considerations, was that reminders of death increase the value of the present.Another prediction, based in part on construal level theory, was that reminders of death increase the value of the future.One-hundred eighteen participants thought about personal mortality or a control topic and then completed an inter-temporal choice task pitting the chance to gain $50 now against increasingly attractive rewards three months later.Consistent with the hypothesis inspired by construal theory, participants in the mortality salience condition traded $50 now for $66.67 in three months, whereas participants in the dental pain salience condition required $72.84 in three months in lieu of $50 now.Thus, participants in the mortality salience condition discounted future monetary gains less than other participants, suggesting that thoughts of death may increase the subjective value of the future. Thinking about Death Reduces Delay Discounting""carpe diem, quam minimum credula postero"" ""Seize the day, trusting tomorrow as little as possible"" Horace (Odes 1.11) How does awareness of death influence the value one puts on the future?There are two general possibilities.The opening quotation distillates a common sentiment in western culture: Live for today.Death is a stark reminder that the future is not guaranteed, so it is reasonable to believe that thoughts of personal mortality make one even more inclined to value today over the future.On the other hand, people make plans and strive for goals (including more life) that can only be met in the future.These future goals help give meaning to the present and can provide psychological protection against the threat of death.In this sense it seems reasonable to believe that reminders of personal mortality make the future seem even more valuable-a";Thinking about Death Reduces Delay Discounting
692;10.1371/journal.pone.0163051;Insufficient resources are associated with negative consequences including decreased valuation of future reinforcers. To determine if these effects result from scarcity, we examined the consequences of acute, abrupt changes in resource availability on delay discounting-the subjective devaluation of rewards as delay to receipt increases. In the current study, 599 individuals recruited from Amazon Mechanical Turk read a narrative of a sudden change (positive, neutral, or negative) to one's hypothetical future income and completed a delay discounting task examining future and past monetary gains and losses. The effects of the explicit zero procedure, a framing manipulation, was also examined. Negative income shock significantly increased discounting rates for gains and loses occurring both in the future and the past. Positive income windfalls significantly decreased discounting to a lesser extent. The framing procedure significantly reduced discounting under all conditions. Negative income shocks may result in short-term choices.;Stuck in Time: Negative Income Shock Constricts the Temporal Window of Valuation Spanning the Future and the Past
693;10.1371/journal.pone.0175799;Misinformation can undermine a well-functioning democracy. For example, public misconceptions about climate change can lead to lowered acceptance of the reality of climate change and lowered support for mitigation policies. This study experimentally explored the impact of misinformation about climate change and tested several pre-emptive interventions designed to reduce the influence of misinformation. We found that false-balance media coverage (giving contrarian views equal voice with climate scientists) lowered perceived consensus overall, although the effect was greater among free-market supporters. Likewise, misinformation that confuses people about the level of scientific agreement regarding anthropogenic global warming (AGW) had a polarizing effect, with free-market supporters reducing their acceptance of AGW and those with low free-market support increasing their acceptance of AGW. However, we found that inoculating messages that (1) explain the flawed argumentation technique used in the misinformation or that (2) highlight the scientific consensus on climate change were effective in neutralizing those adverse effects of misinformation. We recommend that climate communication messages should take into account ways in which scientific content can be distorted, and include pre-emptive inoculation messages.;Neutralizing misinformation through inoculation: Exposing misleading argumentation techniques reduces their influence
694;10.1371/journal.pone.0206767;Loot boxes are items in video games that can be paid for with real-world money and contain randomised contents. In recent years, loot boxes have become increasingly common. There is concern in the research community that similarities between loot boxes and gambling may lead to increases in problem gambling amongst gamers. A large-scale survey of gamers (n = 7,422) found evidence for a link (η2 = 0.054) between the amount that gamers spent on loot boxes and the severity of their problem gambling. This link was stronger than a link between problem gambling and buying other in-game items with real-world money (η2 = 0.004), suggesting that the gambling-like features of loot boxes are specifically responsible for the observed relationship between problem gambling and spending on loot boxes. It is unclear from this study whether buying loot boxes acts as a gateway to problem gambling, or whether spending large amounts of money on loot boxes appeals more to problem gamblers. However, in either case these results suggest that there may be good reason to regulate loot boxes in games.;Video game loot boxes are linked to problem gambling: Results of a large-scale survey
695;10.1377/hlthaff.2012.0393;"As policy makers seek to slow the growth in Medicare spending, they have appropriately focused attention on beneficiaries with multiple chronic conditions. Many care coordination and disease management programs designed to improve beneficiaries' care and reduce their need for hospitalizations have been tested, but few have been successful. This study, however, found that four of eleven programs that were part of the Medicare Coordinated Care Demonstration reduced hospitalizations by 8-33 percent among enrollees who had a high risk of near-term hospitalization. The six approaches practiced by care coordinators in at least three of the four programs were as follows: supplementing telephone calls to patients with frequent in-person meetings; occasionally meeting in person with providers; acting as a communications hub for providers; delivering evidence-based education to patients; providing strong medication management; and providing timely and comprehensive transitional care after hospitalizations. When care management fees were included, the programs were essentially cost-neutral, but none of these programs generated net savings to Medicare. Our results suggest that incorporating these approaches into medical homes, accountable care organizations, and other policy initiatives could reduce hospitalizations and improve patients' lives. However, the approaches would save money only if care coordination fees were modest and organizations found cost-effective ways to deliver the interventions.";Six Features Of Medicare Coordinated Care Demonstration Programs That Cut Hospital Admissions Of High-Risk Patients
696;10.1509/jmkr.43.2.259;Most choices in the real world follow other choices or judgments. The authors show that a prior choice, which activates and boosts a positive self-concept, subsequently licenses the choice of a more self-indulgent option. The authors propose that licensing can operate by committing to a virtuous act in a preceding choice, which reduces negative self-attributions associated with the purchase of relative luxuries. Five studies demonstrate the proposed licensing effect of a prior commitment to a virtuous act on subsequent choice. Consistent with the authors' theory, the preference for an indulgent option diminishes if the licensing task is attributed to an external motivation. The authors also report a mediation analysis in support of their theoretical explanation that the licensing effect operates by providing a temporary boost in the relevant self-concept.;Licensing Effect in Consumer Choice
697;10.1509/jmkr.45.6.633;People like to think of themselves as honest. However, dishonesty pays—and it often pays well. How do people resolve this tension? This research shows that people behave dishonestly enough to profit but honestly enough to delude themselves of their own integrity. A little bit of dishonesty gives a taste of profit without spoiling a positive self-view. Two mechanisms allow for such self-concept maintenance: inattention to moral standards and categorization malleability. Six experiments support the authors’ theory of self-concept maintenance and offer practical applications for curbing dishonesty in everyday life.;The Dishonesty of Honest People: A Theory of Self-Concept Maintenance
698;10.1509/jmr.13.0451;This research examines how the salience of scarcity influences choices of individual items from a product class. The authors propose that overall perception of scarcity versus overall perception of abundance increases choice share of the most-preferred item from a product class. They argue that this phenomenon occurs because scarcity induces arousal and the heightened arousal polarizes the evaluations of individual items contained in the choice set. The results from five experiments show that scarcity versus abundance broadens the discrepancy between the liking of the favorite and nonfavorite items and leads to a greater choice share of the favorite item. The findings provide support for the arousal-based explanation, showing that the effect of scarcity salience on choices is mediated by consumers’ reported arousal level and moderated by an experimentally induced arousal state.;Scarcity Polarizes Preferences: The Impact on Choice among Multiple Items in a Product Class
699;10.1515/jbnst-2013-0402;Summary Using the introduction of fixed unemployment assistance in Germany in 2005 as a unique natural experiment, we find strong evidence that decreased unemployment compensation has an adverse effect on wages. We use micro panel data to identify and estimate the effect of this structural break. In eastern and western Germany, the relative effect is higher for women. In western Germany, the relative effect increases with skill level. In eastern Germany, there is no clear skill-specific pattern.;Unemployment Compensation and Wages: Evidence from the German Hartz Reforms
700;10.1515/ling.2010.027;"Previous research has shown that speech perception can be influenced by a speaker's social characteristics, including the expected dialect area of the speaker (Niedzielski, Journal of Language and Social Psychology 18: 62–85, 1999; Hay et al. The Linguistic Review 23: 351–379, 2006a). This article reports on an experiment designed to test to degree to which exposure to the concept of a region can also influence perception. In order to invoke the concept, we exposed participants, who were all speakers of New Zealand English, to either stuffed toy kangaroos and koalas (associated with Australia) or stuffed toy kiwis (associated with New Zealand). Participants then completed a perception task in which they matched natural vowels produced by a male New Zealander to vowels from a synthesized continuum which ranged from raised and fronted Australian-like tokens to lowered and centralized New Zealand-like tokens. Our results indicate that perception of the vowels shifted depending on which set of toys the participants had seen. This supports models of speech perception in which linguistic and nonlinguistic information are intricately entwined.";Stuffed toys and speech perception
701;10.1521/soco.2017.35.1.66;Three experiments tested the behavioral effects of prospection on risk tolerance, trust, and moral judgment. While previous research shows that people generally hold positive beliefs about their futures, our analysis demonstrates that actively thinking about one's future engenders conservative behaviors to avoid potential losses or harm. In Experiment 1, writing about one's future self, compared to one's present self, caused people to favor low-risk, low-payoff investments rather than high-risk, high-payoff ones. In Experiment 2, restating sentences about the future (as opposed to the present) reduced behavioral trust. Participants shared less money with various partners in a potentially lucrative investment game. That same manipulation of prospection in Experiment 3 increased blame for misdeeds—while having no effect on praise for virtuous action. These finding suggest that, although people often hold optimistic beliefs about the future, prospection may lead people to behave cautiously as if wary about what could go wrong.;Fearing the Future? Future-Oriented Thought Produces Aversion to Risky Investments, Trust, and Immorality
702;10.1521/soco.2018.36.1.4;Recent research has studied how resource scarcity draws attention and creates cognitive load. As a result, scarcity improves some dimensions of cognitive function, while worsening others. Still, there remains a fundamental question: how does scarcity influence the content of cognition? In this article, we find that poor individuals (i.e., those facing monetary scarcity) see many everyday experiences through a different lens. Specifically, thoughts about cost and money are triggered by mundane circumstances, they are difficult to suppress, they change mental associations, and they interfere with other experiences. We suggest that the poor see an economic dimension to many everyday experiences that to others may not appear economic at all.;Money in the Mental Lives of the Poor
703;10.1523/jneurosci.14-05-03208.1994;"We investigated how the CNS learns to control movements in different dynamical conditions, and how this learned behavior is represented. In particular, we considered the task of making reaching movements in the presence of externally imposed forces from a mechanical environment. This environment was a force field produced by a robot manipulandum, and the subjects made reaching movements while holding the end-effector of this manipulandum. Since the force field significantly changed the dynamics of the task, subjects' initial movements in the force field were grossly distorted compared to their movements in free space. However, with practice, hand trajectories in the force field converged to a path very similar to that observed in free space. This indicated that for reaching movements, there was a kinematic plan independent of dynamical conditions. The recovery of performance within the changed mechanical environment is motor adaptation. In order to investigate the mechanism underlying this adaptation, we considered the response to the sudden removal of the field after a training phase. The resulting trajectories, named aftereffects, were approximately mirror images of those that were observed when the subjects were initially exposed to the field. This suggested that the motor controller was gradually composing a model of the force field, a model that the nervous system used to predict and compensate for the forces imposed by the environment. In order to explore the structure of the model, we investigated whether adaptation to a force field, as presented in a small region, led to aftereffects in other regions of the workspace. We found that indeed there were aftereffects in workspace regions where no exposure to the field had taken place; that is, there was transfer beyond the boundary of the training data. This observation rules out the hypothesis that the subject's model of the force field was constructed as a narrow association between visited states and experienced forces; that is, adaptation was not via composition of a look-up table. In contrast, subjects modeled the force field by a combination of computational elements whose output was broadly tuned across the motor state space. These elements formed a model that extrapolated to outside the training region in a coordinate system similar to that of the joints and muscles rather than end-point forces. This geometric property suggests that the elements of the adaptive process represent dynamics of a motor task in terms of the intrinsic coordinate system of the sensors and actuators.";Adaptive representation of dynamics during learning of a motor task
704;10.1523/jneurosci.1777-12.2012;Neural synchronization between distant cell assemblies is crucial for the formation of new memories. To date, however, it remains unclear whether higher-order brain regions can adaptively regulate neural synchrony to control memory processing in humans. We explored this question in two experiments using a voluntary forgetting task. In the first experiment, we simultaneously recorded electroencephalography along with fMRI. The results show that a reduction in neural synchrony goes hand-in-hand with a BOLD signal increase in the left dorsolateral prefrontal cortex (dlPFC) when participants are cued to forget previously studied information. In the second experiment, we directly stimulated the left dlPFC with repetitive transcranial magnetic stimulation during the same task, and show that such stimulation specifically boosts the behavioral forgetting effect and induces a reduction in neural synchrony. These results suggest that prefrontally driven downregulation of long-range neural synchronization mediates goal-directed forgetting of long-term memories.;Prefrontally Driven Downregulation of Neural Synchrony Mediates Goal-Directed Forgetting
705;10.1523/jneurosci.2129-15.2016;"The clustered architecture of the brain for different visual stimulus categories is one of the most fascinating topics in the cognitive neurosciences. Interestingly, recent research suggests the existence of additional regions for newly acquired stimuli such as letters (letter form area; LFA; Thesen et al., 2012) and numbers (visual number form area; NFA; Shum et al., 2013). However, neuroimaging methods thus far have failed to visualize the NFA in healthy participants, likely due to fMRI signal dropout caused by the air/bone interface of the petrous bone (Shum et al., 2013). In the current study, we combined a 64-channel head coil with high spatial resolution, localized shimming, and liberal smoothing, thereby decreasing the signal dropout and increasing the temporal signal-to-noise ratio in the neighborhood of the NFA. We presented subjects with numbers, letters, false numbers, false letters, objects and their Fourier randomized versions. A group analysis showed significant activations in the inferior temporal gyrus at the previously proposed location of the NFA. Crucially, we found the NFA to be present in both hemispheres. Further, we could identify the NFA on the single-subject level in most of our participants. A detailed analysis of the response profile of the NFA in two separate experiments confirmed the whole-brain results since responses to numbers were significantly higher than to any other presented stimulus in both hemispheres. Our results show for the first time the existence and stimulus selectivity of the NFA in the healthy human brain. SIGNIFICANCE STATEMENT: This fMRI study shows for the first time a cluster of neurons selective for visually presented numbers in healthy human adults. This visual number form area (NFA) was found in both hemispheres. Crucially, numbers have gained importance for humans too recently for neuronal specialization to be established by evolution. Therefore, investigations of this region will greatly advance our understanding of learning and plasticity in the brain. In addition, these results will aid our knowledge regarding related neurological illnesses (e.g., dyscalculia). To overcome the fMRI signal dropout in the neighborhood of the NFA, we combined high spatial resolution with liberal smoothing. We believe that this approach will be useful to the broad neuroimaging community.";Neuroimaging Evidence of a Bilateral Representation for Visually Presented Numbers
706;10.1523/jneurosci.5996-10.2012;Recent advances have been made in the genetics of two human communication skills: speaking and reading. Mutations of the FOXP2 gene cause a severe form of language impairment and orofacial dyspraxia, while single-nucleotide polymorphisms (SNPs) located within a KIAA0319/TTRAP/THEM2 gene cluster and affecting the KIAA0319 gene expression are associated with reading disability. Neuroimaging studies of clinical populations point to partially distinct cerebral bases for language and reading impairments. However, alteration of FOXP2 and KIAA0319/TTRAP/THEM2 polymorphisms on typically developed language networks has never been explored. Here, we genotyped and scanned 94 healthy subjects using fMRI during a reading task. We studied the correlation of genetic polymorphisms with interindividual variability in brain activation and functional asymmetry in frontal and temporal cortices. In FOXP2, SNPs rs6980093 and rs7799109 were associated with variations of activation in the left frontal cortex. In the KIAA0319/TTRAP/THEM2 locus, rs17243157 was associated with asymmetry in functional activation of the superior temporal sulcus (STS). Interestingly, healthy subjects bearing the KIAA0319/TTRAP/THEM2 variants previously identified as enhancing the risk of dyslexia showed a reduced left-hemispheric asymmetry of the STS. Our results confirm that both FOXP2 and KIAA0319/TTRAP/THEM2 genes play an important role in human language development, but probably through different cerebral pathways. The observed cortical effects mirror previous fMRI results in developmental language and reading disorders, and suggest that a continuum may exist between these pathologies and normal interindividual variability.;Genetic Variants ofFOXP2andKIAA0319/TTRAP/THEM2Locus Are Associated with Altered Brain Activation in Distinct Language-Related Regions
